Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
22,165,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,72727.27273,12121.21212,165.0,0.0,165,165,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6060.606061,6060.606061,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,245,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,181,2,2,68,182,34,34,34.0,0.0,91,91,91.0,0.0,1381215.47,22099.44751,60.33333333,99.3042463,175,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11049.72376,11049.72376,34,91,56.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,71.0,34.0,91.0,40,0,0,0,0,0,0,2,68,2,182,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,1651638,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.632757299,330327.6,161835.1301,507802,211970,1439668,719834.0,213.5462479,719985,719683,1439371,719685.5,122.3294731,719772,719599,0,0,0,0,92,60,1.81637865,1.81637865,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,92,0,0,0,0,0,0,3,0,3,0,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,31336,2,2,74,874,37,37,37.0,0.0,437,437,437.0,0.0,30252.74445,127.6487107,10445.33333,18085.78586,31329,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,63.82435537,63.82435537,37,437,197.0,219.089023,48000.0,0,0,0,0,0,0,0,0,1,246.25,37.0,437.0,40,0,0,0,0,0,0,2,74,2,874,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,172071,2,2,78,290,39,39,39.0,0.0,145,145,145.0,0.0,2138.652068,23.24621813,57357.0,99338.30997,172063,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,11.62310907,11.62310907,39,145,81.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,101.75,39.0,145.0,64,0,0,0,0,0,0,2,78,2,290,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,60926759,15,15,1260,4991,870,0,84.0,225.0257128,1460,0,332.7333333,548.3699829,102.5985971,0.492394483,2100922.724,4084428.484,10000000,48,60900000,4351911.357,5077604.115,10100000,198,60900000,4348203.143,5088172.252,10100000,49,0,0,0,0,324,384,0.246197242,0.246197242,0,1460,201.6451613,425.240132,180829.1699,0,0,0,1,0,0,0,0,1,208.3666667,84.0,332.7333333,324,0,0,0,0,0,0,15,1260,15,4991,8192,126,13,20,130827.1667,194720.6695,528299,51151,9957010.5,103342.545,10000000,9746277,Benign
53,30483,1,1,48,132,48,48,48.0,0.0,132,132,132.0,0.0,5904.930617,65.61034019,30483.0,0.0,30483,30483,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.80517009,32.80517009,48,132,76.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,114.0,48.0,132.0,20,0,0,0,0,0,0,1,48,1,132,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8950918,9,15,100,188,26,0,11.11111111,9.116529554,34,0,12.53333333,14.54975045,32.17547072,2.681289226,389170.3478,1012423.452,3128637,4,5780056,722507.0,1340324.73,3087751,224,8950826,639344.7143,1249952.31,3128637,4,0,0,0,0,296,488,1.00548346,1.675805767,0,34,11.52,12.54697839,157.4266667,0,0,0,1,0,0,0,0,1,12.0,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,12482966,23,32,2008,2745,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,380.7588677,4.40600415,231166.037,630233.847,2224051,3,10600000,482100.2727,898250.4269,2301593,306,12500000,402671.0323,794018.3345,2224051,3,0,0,0,0,744,1032,1.842510826,2.563493324,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,87.30434783,85.78125,744,0,0,0,0,0,0,23,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,263,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,53231.93916,11406.84411,131.5,27.57716447,151,112,263,263.0,0.0,263,263,0,0.0,0.0,0,0,1,0,0,0,64,20,7604.562738,3802.281369,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8938866,9,15,112,188,24,0,12.44444444,10.17486009,34,0,12.53333333,14.54975045,33.56130408,2.684904327,388646.3478,1007969.509,3401099,3,6536010,817001.25,1487256.548,3442387,49,8938817,638486.9286,1244033.889,3401099,3,0,0,0,0,296,488,1.006839123,1.678065204,0,34,12.0,12.81600562,164.25,0,0,0,1,0,0,0,0,1,12.5,12.44444444,12.53333333,296,0,0,0,0,0,0,9,112,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8901010,9,15,114,188,30,0,12.66666667,10.80509139,34,0,12.53333333,14.54975045,33.92873393,2.696323226,387000.4348,1003934.684,3383725,3,6328510,791063.75,1451525.702,3427752,3,8900980,635784.2857,1239084.701,3383725,48,0,0,0,0,296,488,1.01112121,1.685202016,0,34,12.08,12.99012445,168.7433333,0,0,0,1,0,0,0,0,1,12.58333333,12.66666667,12.53333333,296,0,0,0,0,0,0,9,114,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,232,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,60344.82759,12931.03448,116.0,80.61017306,173,59,232,232.0,0.0,232,232,0,0.0,0.0,0,0,1,0,0,0,64,20,8620.689655,4310.344828,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,323,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,43343.65325,9287.925697,161.5,70.00357134,211,112,323,323.0,0.0,323,323,0,0.0,0.0,0,0,1,0,0,0,64,20,6191.950464,3095.975232,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,100,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20000.0,100.0,0.0,100,100,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10000.0,10000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8103521,9,15,118,188,33,0,13.11111111,11.69876537,34,0,12.53333333,14.54975045,37.76136324,2.961675548,352327.0,916748.188,2986234,3,5663213,707901.625,1312308.402,3028614,3,8103417,578815.5,1131855.557,2986234,3,0,0,0,0,296,488,1.110628331,1.851047218,0,34,12.24,13.25481045,175.69,0,0,0,1,0,0,0,0,1,12.75,13.11111111,12.53333333,296,0,0,0,0,0,0,9,118,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,74,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13513.51351,13513.51351,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,12635338,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,376.1672224,4.19458506,242987.2692,655629.7734,2632225,1,10500000,523674.2,930167.9414,2703449,511,12600000,407587.7742,813345.1793,2632225,1,0,0,0,0,680,1032,1.662005401,2.532579659,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,249,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56224.8996,12048.19277,124.5,19.09188309,138,111,249,249.0,0.0,249,249,0,0.0,0.0,0,0,1,0,0,0,64,20,8032.128514,4016.064257,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,12446275,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,381.8813259,4.258302183,239351.4423,643761.758,2244244,3,10600000,530491.8,929964.9453,2301022,317,12400000,401488.6452,798342.7537,2244244,3,0,0,0,0,680,1032,1.687251808,2.571050375,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,13140811,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,361.6976152,4.033236609,252707.9038,683709.9165,2416925,3,10800000,540103.85,951988.092,2464201,571,13100000,423894.0,848402.2581,2416925,3,0,0,0,0,680,1032,1.598074883,2.435161726,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,12773678,21,31,2008,2745,640,0,95.61904762,140.0451628,976,0,88.5483871,223.315,372.0933,4.070871365,250464.2745,673072.9628,2688130,4,11000000,548134.55,965288.9784,2732545,314,12800000,425784.4,839138.0867,2688130,4,0,0,0,0,680,1000,1.644005744,2.426865622,0,976,89.67924528,191.0076291,36483.91437,0,0,0,1,0,0,0,0,1,91.40384615,95.61904762,88.5483871,680,0,0,0,0,0,0,21,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,10069604,9,15,105,188,23,0,11.66666667,9.313968005,34,0,12.53333333,14.54975045,29.09746997,2.383410509,437808.8696,1132051.472,3522265,1,6504922,813115.25,1486536.37,3278802,3,10100000,719248.7857,1396705.747,3522265,1,0,0,0,0,296,488,0.893778941,1.489631568,0,34,11.72,12.59139918,158.5433333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,274,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,51094.89051,10948.90511,137.0,29.69848481,158,116,274,274.0,0.0,274,274,0,0.0,0.0,0,0,1,0,0,0,64,20,7299.270073,3649.635036,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,13063203,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,363.8464472,4.057197917,251215.4423,679052.7976,2434903,3,11100000,554264.45,973869.061,2479019,317,13100000,421389.5161,842546.31,2434903,3,0,0,0,0,680,1032,1.607568986,2.449628931,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,220,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63636.36364,13636.36364,110.0,50.91168825,146,74,220,220.0,0.0,220,220,0,0.0,0.0,0,0,1,0,0,0,64,20,9090.909091,4545.454545,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,258,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54263.56589,11627.90698,129.0,65.05382387,175,83,258,258.0,0.0,258,258,0,0.0,0.0,0,0,1,0,0,0,64,20,7751.937984,3875.968992,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,84,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11904.7619,11904.7619,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,119816717,16,16,1304,2153,640,0,81.5,165.6140091,976,0,134.5625,306.0108862,28.85240129,0.267074585,3865055.387,20700000.0,115000000,43,4375991,291732.7333,763436.2677,2637910,426,120000000,7987775.6,29700000.0,115000000,43,0,0,0,0,520,520,0.133537293,0.133537293,0,976,104.7575758,240.4359362,57809.43939,0,0,0,1,0,0,0,0,1,108.03125,81.5,134.5625,520,0,0,0,0,0,0,16,1304,16,2153,29200,247,8,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,113,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17699.11504,113.0,0.0,113,113,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8849.557522,8849.557522,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,11741995,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,404.7864098,4.598877789,221547.0755,601976.6572,2220232,3,10000000,477509.7143,866889.8667,2301387,48,11700000,378769.2903,752850.988,2220232,3,0,0,0,0,712,1032,1.873616877,2.725260912,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,72,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13888.88889,13888.88889,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,256,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54687.5,11718.75,128.0,38.18376618,155,101,256,256.0,0.0,256,256,0,0.0,0.0,0,0,1,0,0,0,64,20,7812.5,3906.25,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,286,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,48951.04895,10489.51049,143.0,55.15432893,182,104,286,286.0,0.0,286,286,0,0.0,0.0,0,0,1,0,0,0,64,20,6993.006993,3496.503497,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8910786,9,15,105,188,23,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,32.88149889,2.693365097,387425.4783,1011656.429,3403215,3,6314993,789374.125,1465235.491,3446558,232,8910708,636479.1429,1249517.666,3403215,3,0,0,0,0,296,488,1.010011911,1.683353186,0,34,11.72,12.60132268,158.7933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8705723,9,15,106,188,24,0,11.77777778,9.510228412,34,0,12.53333333,14.54975045,33.77088841,2.756807218,378509.6957,982372.406,2964591,4,5954226,744278.25,1376426.995,3007496,227,8705600,621828.5714,1212536.273,2964591,4,0,0,0,0,296,488,1.033802707,1.723004511,0,34,11.76,12.64014768,159.7733333,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,11618666,23,32,2008,2745,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,409.0831082,4.733762034,215160.4815,581278.9136,2091461,4,9721318,441878.0909,808638.9357,2164972,485,11600000,374792.6129,731661.3468,2091461,4,0,0,0,0,744,1032,1.979573214,2.75418882,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,87.30434783,85.78125,744,0,0,0,0,0,0,23,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,227,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,61674.00881,13215.85903,113.5,31.81980515,136,91,227,227.0,0.0,227,227,0,0.0,0.0,0,0,1,0,0,0,64,20,8810.572687,4405.286344,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,67,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14925.37313,14925.37313,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,65,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15384.61538,15384.61538,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,11769176,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,403.8515526,4.50328893,226330.3077,615739.6488,2279932,4,9686308,484315.4,864319.6271,2332327,356,11800000,379647.7742,764506.6955,2279932,4,0,0,0,0,680,1032,1.784322029,2.718966901,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,12062454,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,394.0325907,4.47670101,227593.4717,618623.6183,2327111,3,9694261,461631.4762,830825.3275,2176486,393,12100000,389110.8387,773661.9202,2327111,3,0,0,0,0,712,1032,1.823841152,2.652859858,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,7973737,9,15,119,188,32,0,13.22222222,11.46492235,34,0,12.53333333,14.54975045,38.50139527,3.009881063,346684.2174,903699.8071,3039127,3,5403365,675420.625,1262969.278,3083698,3,7973629,569544.9286,1115968.459,3039127,3,0,0,0,0,296,488,1.128705399,1.881175665,0,34,12.28,13.18938968,173.96,0,0,0,1,0,0,0,0,1,12.79166667,13.22222222,12.53333333,296,0,0,0,0,0,0,9,119,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8860664,9,15,104,188,23,0,11.55555556,9.275116052,34,0,12.53333333,14.54975045,32.95464087,2.70860062,385246.2609,972965.525,3134392,4,5683335,710416.875,1244738.573,2902817,4,8860577,632898.3571,1197200.945,3134392,4,0,0,0,0,296,488,1.015725232,1.692875387,0,34,11.68,12.58213019,158.31,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,236,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,59322.0339,12711.86441,118.0,89.09545443,181,55,236,236.0,0.0,236,236,0,0.0,0.0,0,0,1,0,0,0,64,20,8474.576271,4237.288136,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,81,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,84,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11904.7619,11904.7619,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8686177,9,15,102,188,22,0,11.33333333,8.94427191,34,0,12.53333333,14.54975045,33.3863793,2.763010701,377659.8696,980744.795,3056033,3,5763973,720496.625,1336825.061,3098799,251,8686117,620436.9286,1210604.111,3056033,3,0,0,0,0,296,488,1.036129013,1.726881688,0,34,11.6,12.50333289,156.3333333,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,296,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,9444013,9,15,104,188,24,0,11.55555556,9.248122933,34,0,12.53333333,14.54975045,30.91905951,2.541292563,410609.2609,1066343.613,3270985,3,6247713,780964.125,1445025.99,3313532,242,9443913,674565.2143,1316270.348,3270985,3,0,0,0,0,296,488,0.952984711,1.588307852,0,34,11.68,12.57550529,158.1433333,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,74,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13513.51351,13513.51351,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,11250629,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,422.4652684,4.710847722,216358.25,582675.1805,2168224,3,9353787,467689.35,828619.2688,2216436,374,11300000,362921.9355,722698.6345,2168224,3,0,0,0,0,680,1032,1.866562305,2.844285417,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
